Owner,Situs Address,ZIP,Parcel ID,Geo ID,Land Type,Acres,Market Value
CPG BLOCK 87 LP,  711 TRINITY ST   TX 78701,78701,194545,0206040301,COMMERCIAL DETAILS,1.77390003,"$13,713,693"
CPREIF CONGRESS COMMONS LLC,  325 CONGRESS AVE     78701,78701,975205,0205020608,COMMERCIAL IMPROVED,0.44080001,"$26,900,000"
CRADDOCK VENTURES LLC,E 310 6 ST   TX 78701,78701,194509,0206031711,COMMERCIAL IMPROVED,0.13519999,"$4,007,000"
CROSS CREEK OF TEXAS LTD,  1008 WEST AVE   TX 78701,78701,196613,0208000808,COMMERCIAL RES CONVERSION,0.2703,"$2,058,999"
CROSS OAK PROPERTIES GP,W 504 12 ST   TX 78701,78701,196754,0208010512,COMMERCIAL RES CONVERSION,0.133,"$1,902,068"
CRUZ ELIDIO S JR REVOCABLE TRUST,W 605 18 ST   TX 78701,78701,199704,0210020504,COMMERCIAL RES CONVERSION,0.1469,"$887,468"
CSHV-300 WEST 6TH STREET LLC,W 300 6 ST   TX 78701,78701,194306,0206011401,COMMERCIAL IMPROVED,1.59609997,"$305,000,000"
CSHV-401 CONGRESS LLC,  401 CONGRESS AVE AUSTIN TX 78701,78701,192833,0205020713,COMMERCIAL IMPROVED,1.2665,"$371,644,565"
CSM WEST HOLDINGS LLC,  1607 WEST AVE AUSTIN TX 78701,78701,202083,0211010906,COMMERCIAL RES CONVERSION,0.2059,"$1,663,807"
CURATIVE 900 CONGRESS LLC,  900 CONGRESS AVE   TX 78701,78701,194393,0206030514,COMMERCIAL IMPROVED,0.52969998,"$22,023,626"
CZ PROPERTIES LLC,  1400 LAVACA ST   TX 78701,78701,199836,0210022012,COMMERCIAL IMPROVED,0.81099999,"$78,000,000"
DANFORTH ENTERPRISES I LP,  1400 WEST AVE   TX 78701,78701,199620,0210000320,SINGLE FAMILY RESIDENCE,0.4813,"$3,338,698"
DANFORTH ENTERPRISES I LP,  1308 WEST AVE   TX 78701,78701,199621,0210000321,COMMERCIAL RES CONVERSION,0.57889998,"$2,559,754"
DANFORTH ENTERPRISES II L P,  1612 LAVACA ST   TX 78701,78701,199846,0210022209,COMMERCIAL IMPROVED,0.0735,"$1,000,000"
DAVIS KAUFMAN ENTERPRISES LLC,W 508 14 ST   TX 78701,78701,747355,0210020812,COMMERCIAL RES CONVERSION,0.1593,"$2,099,700"
DAYWOOD JAMES C TRUSTEE,E 5012 7 ST   TX 78701,78701,190082,0202160240,COMMERCIAL IMPROVED,1.71959996,"$4,403,173"
DAYWOOD JAMES C TRUSTEE,E 611 7 ST   TX 78701,78701,194623,0206041107,COMMERCIAL IMPROVED,0.191,"$1,550,000"
DJS FAMILY INVESTMENTS LLC,  1401 RIO GRANDE ST AUSTIN TX 78701,78701,199689,0210020201,COMMERCIAL IMPROVED,0.0736,"$983,453"
DJS FAMILY INVESTMENTS LLC,  1403 RIO GRANDE ST   TX 78701,78701,199690,0210020202,COMMERCIAL IMPROVED,0.0792,"$950,264"
DOWNTOWN AUSTIN LAKESIDE HOTEL LLC,E 111 CESAR CHAVEZ ST   TX 78701,78701,192810,0205020301,COMMERCIAL IMPROVED,1.79519999,"$125,000,000"
DR CORNER HOLDINGS LLC,  609 DAVIS ST   TX 78701,78701,190776,0203030609,COMMERCIAL RES CONVERSION,0.1212,"$3,000,000"
DRISKILL HOTEL HOLDINGS LP,E 117 7 ST   TX 78701,78701,194414,0206030713,COMMERCIAL IMPROVED,0.26910001,"$36,519,417"
EAST AVENUE TOWNE LAKE LLC,N   INTERSTATE HY 35     TX 78701,78701,188026,0201040106,VACANT LOT,0.35859999,"$3,750,000"
EAST ELMS RESIDENTIAL LLC,E 911 2 ST   TX 78701,78701,191653,0204050607,SINGLE FAMILY RESIDENCE,0.13,"$780,231"
EAST FORTY FOURTH STREET LLC,W 707 14 ST   TX 78701,78701,199640,0210000609,MULTIFAMILY,0.101,"$1,000,000"
ELLIS REAL ESTATE DEVELOPMENT LLC,W 807 12 ST   TX 78701,78701,196633,0208000907,DUPLEX,0.0735,"$500,000"
ELMIGER FAMILY LTD & THE BRANDT FAMILY LTD,W 837 12 ST   TX 78701,78701,196629,0208000903,COMMERCIAL IMPROVED,0.178,"$1,076,115"
ENTERPRISES SIN FRONTERAS LLC,W 310 17 ST   TX 78701,78701,199851,0210022301,COMMERCIAL RES CONVERSION,0.0469,"$1,356,418"
ENTERPRISES SIN FRONTERAS LLC,  1701 GUADALUPE ST   TX 78701,78701,199852,0210022302,COMMERCIAL IMPROVED,0.119,"$2,729,195"
EPPRIGHT-NORDQUIST PROPERTIES LTD,W 503 M L KING JR BLVD   TX 78701,78701,199784,0210021211,COMMERCIAL IMPROVED,0.59140003,"$7,210,000"
EQC CAPITOL PROPERTY LLC,E 206 9 ST   TX 78701,78701,194482,0206031502,COMMERCIAL IMPROVED,0.67580003,"$90,128,200"
FBK RIO GRANDE LLC,  707 RIO GRANDE ST   TX 78701,78701,105353,0107000506,COMMERCIAL IMPROVED,0.2069,"$2,992,009"
FELCOR AUSTIN DOWTOWN HOTEL LLC,W 303 15 ST   TX 78701,78701,199835,0210022004,COMMERCIAL IMPROVED,0.81099999,"$40,205,705"
FFTB RALLY ON CONGRESS LLC,  412 CONGRESS AVE   TX 78701,78701,192805,0205020210,COMMERCIAL IMPROVED,0.169,"$5,900,098"
FIFTH AND LAVACA REPUBLIC SQUARE LIMITED PARTNERSHIP,W 303 5 ST   TX 78701,78701,194285,0206011205,VACANT LOT,0.40549999,"$217,089,000"
FIGUEROA ENTERPRISES INC,  603 DRISKILL ST   TX 78701,78701,190855,0203030705,VACANT LOT,0.0545,"$831,250"
FIGUEROA ENTERPRISES INC,  94 RAINEY ST   TX 78701,78701,190857,0203030707,COMMERCIAL RES CONVERSION,0.1837,"$2,829,217"
FIRST DALLAS FINANCE CORPORATION,  1509 GUADALUPE ST   TX 78701,78701,199838,0210022107,COMMERCIAL IMPROVED,0.0618,"$1,316,951"
FISCHER REAL ESTATE FAMILY LP,W 504 17 ST   TX 78701,78701,199778,0210021110,COMMERCIAL IMPROVED,0.1763,"$4,188,992"
FOURTH GENERATION LTD,  1411 WEST AVE   TX 78701,78701,199624,0210000401,COMMERCIAL IMPROVED,0.40549999,"$2,944,613"
FRC&A LLC,E 502 6 ST   TX 78701,78701,194590,0206040612,COMMERCIAL IMPROVED,0.0535,"$899,394"
FRIO LLC & CONCHO LLC,W 809 M L KING JR BLVD   TX 78701,78701,368761,0211010281,SINGLE FAMILY RESIDENCE,0.33680001,"$2,869,788"
G & I X 823 CONGRESS LP,  815 CONGRESS AVE   TX 78701,78701,194431,0206030907,VACANT LOT,0.169,"$5,024,319"
G & I X 823 CONGRESS LP,  823 CONGRESS AVE   TX 78701,78701,194434,0206030910,COMMERCIAL IMPROVED,0.169,"$53,316,281"
G & I X 823 CONGRESS LP,    BRAZOS ST   TX 78701,78701,194453,0206031019,COMMERCIAL IMPROVED,0.3046,"$5,749,000"
GADDIS REAL PROPERTY HOLDINGS LLC,  1805 WEST AVE AUSTIN TX 78701,78701,202005,0211010301,COMMERCIAL RES CONVERSION,0.215,"$1,685,139"
GADDIS REAL PROPERTY HOLDINGS LLC,W 707 M L KING JR BLVD   TX 78701,78701,202006,0211010302,COMMERCIAL RES CONVERSION,0.2123,"$1,209,734"
GADDIS REAL PROPERTY HOLDINGS LLC,  1806 RIO GRANDE ST   TX 78701,78701,202007,0211010304,COMMERCIAL RES CONVERSION,0.54500002,"$4,489,826"
GADDIS REAL PROPERTY HOLDINGS LLC,  1800 RIO GRANDE ST   TX 78701,78701,202008,0211010305,COMMERCIAL RES CONVERSION,0.13500001,"$1,078,733"
GADDIS REAL PROPERTY HOLDINGS LLC,  1803 WEST AVE   TX 78701,78701,202010,0211010307,COMMERCIAL RES CONVERSION,0.28510001,"$2,120,288"
GADDIS REAL PROPERTY HOLDINGS LLC,  1712 RIO GRANDE ST   TX 78701,78701,202033,0211010502,COMMERCIAL RES CONVERSION,0.3064,"$3,291,450"
GCCMJ LLC,  809 WEST AVE AUSTIN TX 78701,78701,196650,0208001006,COMMERCIAL RES CONVERSION,0.114,"$1,293,959"
GK FAMILY TRUST,W 906 18 ST   TX 78701,78701,844807,0211010122,SINGLE FAMILY RESIDENCE,0.1859,"$2,113,142"
GONE TO TEXAS CAPITAL ONE LP,  804 CONGRESS AVE   TX 78701,78701,194380,0206030407,COMMERCIAL IMPROVED,0.169,"$18,982,056"
GONE TO TEXAS CAPITAL ONE LP,  800 CONGRESS AVE   TX 78701,78701,194381,0206030408,COMMERCIAL IMPROVED,0.169,"$5,023,885"
GOVALLE CENTER LLC,E 2727 7 ST   TX 78701,78701,191210,0203110807,COMMERCIAL IMPROVED,2.477,"$8,921,555"
GRAEBER HOUSE LLC,E 410 6 ST   TX 78701,78701,194539,0206040213,SINGLE FAMILY RESIDENCE,0.0764,"$2,250,000"
GRANGER TRESSA,W 604 9 ST   TX 78701,78701,196694,0208001509,DUPLEX,0.1499,"$874,635"
GREEN WATER BLOCK 185 LLC,W 601 2 ST   TX 78701,78701,818210,0105000602,COMMERCIAL IMPROVED,0,"$427,000,000"
GREENWIRTH LLC,  1508 SAN ANTONIO ST   TX 78701,78701,199747,0210020907,COMMERCIAL RES CONVERSION,0.13519999,"$3,529,946"
GS RIO LP,W 615 7 ST   TX 78701,78701,807118,0107000708,MULTIFAMILY,0.58499998,"$86,500,000"
GSD ENTERPRISES L P,  505 NECHES ST   TX 78701,78701,194566,0206040503,COMMERCIAL IMPROVED,0.0895,"$1,200,000"
GTMK LTD,  410 CONGRESS AVE   TX 78701,78701,192806,0205020211,COMMERCIAL IMPROVED,0.0845,"$3,364,594"
GTT PARKING LP,E 119 6 ST   TX 78701,78701,758727,0206030618,MULTIFAMILY,0.71810001,"$23,300,000"
GW BLOCK 23 OFFICE LLC,W 500 2 ST   TX 78701,78701,818208,0105001001,COMMERCIAL IMPROVED,0,"$335,000,000"
HANYANGENG USA INC,  327 CONGRESS AVE   TX 78701,78701,192823,0205020607,COMMERCIAL IMPROVED,0.169,"$13,615,613"
HARRIS SUSAN CHILES TRUST &,  614 CONGRESS AVE   TX 78701,78701,194355,0206030208,COMMERCIAL IMPROVED,0.18000001,"$5,350,800"
HARRIS SUSAN CHILES TRUST &,  405 COLORADO ST   TX 78701,78701,812847,0205020215,COMMERCIAL IMPROVED,0,"$131,000,000"
HECTOR & GLORIA LOPEZ FOUNDATION,W 606 11 ST   TX 78701,78701,196708,0208001713,SINGLE FAMILY RESIDENCE,0.16949999,"$2,396,222"
HERITAGE WAY TRUST UAD,W 1003 M L KING JR BLVD   TX 78701,78701,112011,0112000313,DUPLEX,0.25709999,"$841,278"
HIGHLAND RESOURCES INC,  615 SAN JACINTO BLVD   TX 78701,78701,194502,0206031702,COMMERCIAL DETAILS,0.27090001,"$4,747,535"
HIGHLAND RESOURCES INC,E 309 7 ST   TX 78701,78701,425526,0206031716,COMMERCIAL DETAILS,0.145,"$2,541,138"
HIGHLAND RI 211 LLC,E 211 7 ST   TX 78701,78701,566969,0206031218,COMMERCIAL IMPROVED,0.74629998,"$38,062,821"
HIT AUSTIN OWNER LP,  903 NECHES ST   TX 78701,78701,194611,0206040902,COMMERCIAL IMPROVED,0.40549999,"$47,351,332"
HKKN HOLDINGS LLC,W 607 14 ST   TX 78701,78701,199680,0210020103,VACANT LOT,0.192,"$1,254,528"
HOBBY WILLIAM P MARITAL TRUST,W 805 17 ST   TX 78701,78701,202069,0211010801,DUPLEX,0.1901,"$827,040"
HOTI LLC,  607 SAN JACINTO BLVD   TX 78701,78701,194501,0206031701,COMMERCIAL IMPROVED,0.0254,"$1,126,994"
HPTMI PROPERTIES TRUST,  701 CONGRESS AVE   TX 78701,78701,194416,0206030801,COMMERCIAL IMPROVED,0.33790001,$0
HPTMI PROPERTIES TRUST,  709 CONGRESS AVE   TX 78701,78701,194417,0206030802,COMMERCIAL IMPROVED,0.0845,$0
I-35 & 11TH STREET LP,E 718 11 ST   TX 78701,78701,197045,0208051402,COMMERCIAL IMPROVED,0.2721,"$2,633,827"
INFRA TECH VENTURES LLC,  1702 LAVACA ST   TX 78701,78701,199857,0210022308,COMMERCIAL IMPROVED,0.2473,"$3,102,279"
INFRA TECH VENTURES LLC,  1700 LAVACA ST   TX 78701,78701,199858,0210022309,COMMERCIAL IMPROVED,0.0317,"$397,721"
IRON WORKS BARBECUE INC,  100 RED RIVER ST AUSTIN TX 78701,78701,772699,0204040309,COMMERCIAL IMPROVED,0.2186,"$4,646,000"
JD WEAVER/BASTROP LTD,  1100 NUECES ST AUSTIN TX 78701,78701,196705,0208001710,COMMERCIAL IMPROVED,0.0935,"$1,610,619"
JDF CONGRESS AVENUE LLC,  402 CONGRESS AVE   TX 78701,78701,192808,0205020213,COMMERCIAL DETAILS,0.169,"$3,685,284"
JDF CONGRESS AVENUE LLC,  400 CONGRESS AVE   TX 78701,78701,192809,0205020214,COMMERCIAL DETAILS,0.169,"$3,685,284"
JDQ III LLC,W 506 1/2 7 ST   TX 78701,78701,194260,0206010507,MULTIFAMILY,0.153,"$1,708,820"
JESTER CAPITAL LLC -,W 1005 M L KING JR BLVD   TX 78701,78701,112009,0112000312,DUPLEX,0.25709999,$0
JJS TRUST,W 307 5 ST   TX 78701,78701,194283,0206011203,COMMERCIAL IMPROVED,0.13519999,"$2,400,000"
JJS TRUST,E 707 7 ST   TX 78701,78701,194677,0206041602,COMMERCIAL DETAILS,0.21359999,"$1,005,724"
JMN ENTERPRISES LLC,E 109 10 ST   TX 78701,78701,194449,0206031011,COMMERCIAL IMPROVED,0.0632,"$2,417,033"
JOHNSTON DAVID L FAMILY TRUST #1 &,  1605 WEST AVE   TX 78701,78701,202082,0211010905,COMMERCIAL RES CONVERSION,0.213,"$1,554,502"
JOSEPH JOSEPH & WILLIAMS PARTNERSHIP,E 306 6 ST   TX 78701,78701,194510,0206031712,COMMERCIAL IMPROVED,0.0676,"$1,800,000"
JP AUSTIN II LLC,E 409 7 ST   TX 78701,78701,194533,0206040206,COMMERCIAL DETAILS,0.30410001,"$3,069,257"
JP AUSTIN III LLC,E 407 7 ST   TX 78701,78701,194532,0206040205,COMMERCIAL IMPROVED,0.1014,"$950,000"
JTR DEVELOPMENT LLC,  910 WEST AVE AUSTIN TX 78701,78701,196592,0208000611,COMMERCIAL IMPROVED,0.15180001,"$2,910,000"
KAF DEVELOPMENT COMPANY,N 900 INTERSTATE HY 35     TX 78701,78701,194688,0206041905,COMMERCIAL IMPROVED,0.20280001,"$1,600,000"
KARLIN 320 CONGRESS LLC,  320 CONGRESS AVE   TX 78701,78701,192788,0205020105,COMMERCIAL IMPROVED,0.169,"$5,726,112"
KARLIN 422 CONGRESS LLC,W 101 5 ST   TX 78701,78701,192802,0205020207,COMMERCIAL IMPROVED,0.0697,"$1,616,073"
KARLIN 422 CONGRESS LLC,  422 CONGRESS AVE   TX 78701,78701,192803,0205020208,COMMERCIAL IMPROVED,0.0993,"$2,687,600"
KAYANN HOLDINGS LLC,W 505 18 ST   TX 78701,78701,199772,0210021104,MULTIFAMILY,0.15530001,"$1,933,372"
KBSIII 515 CONGRESS LLC,  515 CONGRESS AVE   TX 78701,78701,194402,0206030616,COMMERCIAL IMPROVED,0.53860003,"$156,939,036"
KIET ENTERPRISES LLC,W 611 14 ST   TX 78701,78701,199679,0210020101,COMMERCIAL RES CONVERSION,0.2088,$0
KOEN JOE & SON INC,  611 CONGRESS AVE AUSTIN TX 78701,78701,194406,0206030704,COMMERCIAL IMPROVED,0.0845,"$1,840,000"
KOHLER FAMILY LIMITED PARTNERS,W 808 17 ST   TX 78701,78701,201995,0211010210,SINGLE FAMILY RESIDENCE,0.23819999,"$1,200,000"
KP CONGRESS LLC,  617 CONGRESS AVE   TX 78701,78701,194409,0206030707,COMMERCIAL IMPROVED,0.0849,"$2,027,946"
KPL MANAGEMENT TRUST,W 901 18 ST   TX 78701,78701,202027,0211010406,SINGLE FAMILY RESIDENCE,0.2396,"$1,697,000"
KRE LONGHORN OWNER LLC,  301 BRAZOS ST   TX 78701,78701,192849,0205021102,MULTIFAMILY,0.81099999,"$112,700,000"
KUHN POZEZ PROPERTIES,  115 SAN JACINTO BLVD   TX 78701,78701,192855,0205021401,COMMERCIAL IMPROVED,0.28439999,"$9,922,000"
KUNZ JOSEPH DAVID LIVING TRUST,  1604 PEARL ST AUSTIN TX 78701,78701,202043,0211010703,DUPLEX,0,"$1,032,200"
LA FAMILIA PARTNERSHIP LTD,W 601 M L KING JR BLVD   TX 78701,78701,199718,0210020605,COMMERCIAL IMPROVED,0.1814,"$1,099,465"
LA FAMILIA PARTNERSHIP LTD,  1806 NUECES ST   TX 78701,78701,199719,0210020606,COMMERCIAL RES CONVERSION,0.0907,"$789,018"
LA ZONA RIO LLC,W 612 4 ST   TX 78701,78701,105436,0107001508,COMMERCIAL IMPROVED,0.40549999,"$6,213,190"
LANTANA APARTMENTS ATX LLC,  1802 WEST AVE   TX 78701,78701,202003,0211010269,MULTIFAMILY,1.79419994,"$8,920,000"
LAUREL CENTEX INVESTMENTS LLC,  87 RAINEY ST   TX 78701,78701,190894,0203031013,COMMERCIAL RES CONVERSION,0.1374,"$2,434,789"
LAVACA PLAZA LLC,  504 LAVACA ST   TX 78701,78701,361379,0206011317,COMMERCIAL IMPROVED,0.81120002,"$75,300,000"
LAW OFFICE OF SAMUEL SOLODAR PLLC,W 507 7 ST   TX 78701,78701,194188,0206010405,COMMERCIAL RES CONVERSION,0.0744,"$869,175"
LE TRINH & LIEM HUNG LE,  3308 EGAN DR   TX 78701,78701,923121,0256431310,RESIDENTIAL INVENTORY,0,"$296,960"
LEAGUE ENTERPRISES LLC,E 313 6 ST   TX 78701,78701,194490,0206031607,COMMERCIAL IMPROVED,0.0338,"$622,727"
LEVIT NANCY TRUST,E 317 6 ST   TX 78701,78701,194493,0206031610,COMMERCIAL IMPROVED,0.0676,"$1,217,836"
LEVIT NANCY TRUST,E 319 6 ST   TX 78701,78701,194494,0206031611,COMMERCIAL IMPROVED,0.0676,"$1,427,889"
LIGHTHOUSE REVIEW INC,W 609 18 ST   TX 78701,78701,199709,0210020509,COMMERCIAL CONDO,0.0634,"$781,199"
LION OUTDOOR LLC,E 708 4 ST   TX 78701,78701,191634,0204041906,COMMERCIAL DETAILS,0.1257,"$1,916,000"
LIPCO REAL ESTATE LLC,  611 TRINITY ST   TX 78701,78701,194530,0206040203,COMMERCIAL IMPROVED,0.118,"$945,850"
LLL PROPERTIES LTD,  1301 RIO GRANDE ST   TX 78701,78701,199686,0210020110,COMMERCIAL RES CONVERSION,0.20280001,"$1,378,000"
LO/PPC OP GUADALUPE LLC (LESSEE),W 401 4TH ST   TX 78701,78701,194262,0206010601,COMMERCIAL IMPROVED,1.7529,$0
LONE STAR TRANSMISSION LLC,  1510 SAN ANTONIO ST   TX 78701,78701,199746,0210020906,COMMERCIAL RES CONVERSION,0.1381,"$3,762,171"
LUCKEME LLC,W 817 5 ST   TX 78701,78701,105428,0107001309,COMMERCIAL IMPROVED,0.1226,"$292,491"
MANGE WILLIAM B & CELIA G COMPANY LLC,W 600 13 ST   TX 78701,78701,199688,0210020112,COMMERCIAL RES CONVERSION,0.1274,"$1,150,000"
MARBUR PROPERTIES INC,W 716 6 ST   TX 78701,78701,105361,0107000609,COMMERCIAL IMPROVED,0.13519999,"$1,238,900"
MCDANIEL COMMERCIAL LLC,  710 RED RIVER ST   TX 78701,78701,194597,0206040707,COMMERCIAL IMPROVED,0.0792,"$993,023"
MCG 600 LLC &,W 600 6 ST   TX 78701,78701,105367,0107000704,COMMERCIAL IMPROVED,0.12639999,"$1,102,525"
MCMILLER 601 LLC,W 601 6 ST   TX 78701,78701,105399,0107001103,COMMERCIAL IMPROVED,0.20280001,"$1,893,600"
MCMILLER 601 LLC,W 605 6 ST   TX 78701,78701,105407,0107001111,COMMERCIAL DETAILS,0.0793,"$573,958"
MENSA II AUSTIN HOTEL LP,E 701 11 ST   TX 78701,78701,197042,0208051301,COMMERCIAL IMPROVED,2.78789997,"$59,700,000"
MESCO ENTERPRISES INC,  704 CONGRESS AVE   TX 78701,78701,194368,0206030315,COMMERCIAL IMPROVED,0.0845,"$1,840,000"
METALHEAD GLOBAL LLC,  1004 WEST AVE   TX 78701,78701,196614,0208000809,COMMERCIAL RES CONVERSION,0.1577,"$1,665,908"
MEYERES FAMILY LTD & JANKEL LP & PARK EXCHANGE LLC &,E 512 11 ST   TX 78701,78701,197031,0208050616,COMMERCIAL IMPROVED,0.39219999,"$5,088,700"
MH HCAUSTIN LLC,  721 CONGRESS AVE   TX 78701,78701,923658,0206030816,COMMERCIAL IMPROVED,0,"$52,360,104"
MILLER 120 W 5TH PROPERTY LLC,W 120 5 ST   TX 78701,78701,194343,0206030101,COMMERCIAL IMPROVED,0.1126,"$2,719,926"
MILLER COMBINED LLC ETAL,W 601 5 ST   TX 78701,78701,105432,0107001503,COMMERCIAL IMPROVED,0.40549999,$0
MILLER ROBERT L SR FAMILY TRUST,W 508 6 ST   TX 78701,78701,194190,0206010411,COMMERCIAL DETAILS,0.12530001,"$1,005,293"
MMU WEST II LLC,  1005 WEST AVE   TX 78701,78701,196667,0208001202,SINGLE FAMILY RESIDENCE,0.0871,"$931,282"
MOCHASANLIN 2001 LTD,  200 TRINITY ST   TX 78701,78701,192867,0205021507,COMMERCIAL IMPROVED,0.81099999,"$42,238,000"
MONTGOMERY 2014 LIVING TRUST,W 601 18 ST AUSTIN TX 78701,78701,199706,0210020506,COMMERCIAL RES CONVERSION,0.1113,"$874,392"
MONTWALK HOLDINGS LTD,W 710 6 ST   TX 78701,78701,105359,0107000607,COMMERCIAL IMPROVED,0.141,"$4,359,331"
MONTWALK HOLDINGS LTD,  806 WEST AVE   TX 78701,78701,196588,0208000509,COMMERCIAL RES CONVERSION,0.17399999,"$1,150,000"
MONTWALK HOLDINGS LTD,  804 WEST AVE   TX 78701,78701,196589,0208000510,VACANT LOT,0.2024,"$793,440"
MONTWALK HOLDINGS LTD,  802 WEST AVE   TX 78701,78701,196590,0208000511,COMMERCIAL DETAILS,0.66549999,"$1,650,000"
MOONLIGHT PLACE LTD,W 501 15 ST   TX 78701,78701,199741,0210020811,COMMERCIAL IMPROVED,0.273,"$2,605,434"
MOORE JH 502 LLC,W 502 15 ST   TX 78701,78701,199751,0210020911,COMMERCIAL DETAILS,0.25920001,"$4,200,000"
MURSCH PARTNERS LP,W 504 13 ST   TX 78701,78701,199730,0210020709,COMMERCIAL RES CONVERSION,0.20280001,$0
MVA-916 LLC,  916 CONGRESS AVE   TX 78701,78701,194387,0206030507,COMMERCIAL IMPROVED,0.0845,"$1,845,000"
MYR LLC,E 1301 7 ST   TX 78701,78701,192948,0205070601,COMMERCIAL IMPROVED,0.1472,"$2,600,000"
NANTREVAN LTD,W 605 10 ST   TX 78701,78701,196689,0208001504,COMMERCIAL RES CONVERSION,0.1939,"$1,560,381"
NECHES HOPITALITY LLC,E 504 8 ST   TX 78701,78701,194607,0206040807,COMMERCIAL DETAILS,0.2534,"$1,656,200"
NECHES HOPITALITY LLC,E 502 8 ST   TX 78701,78701,194608,0206040808,COMMERCIAL DETAILS,0.17749999,"$1,159,985"
NECHES HOPITALITY LLC,E 500 8 ST   TX 78701,78701,194609,0206040809,COMMERCIAL DETAILS,0.17749999,"$1,159,985"
NEW HAVEN SBWL LLC,  811 CONGRESS AVE AUSTIN TX 78701,78701,194429,0206030905,SINGLE FAMILY RESIDENCE,0.0845,"$4,921,000"
NEXTLAND ATX LLC,  1705 WEST AVE   TX 78701,78701,202038,0211010507,DUPLEX,0.1587,"$577,296"
NINTH NUECES LLC,W 603 9 ST   TX 78701,78701,196682,0208001407,COMMERCIAL RES CONVERSION,0.116,"$1,068,666"
NINTH NUECES LLC,  808 NUECES ST AUSTIN TX 78701,78701,196683,0208001408,COMMERCIAL IMPROVED,0.1293,"$1,537,205"
NORTHLAND LIVING GUADALUPE LP,W 408 14 ST   TX 78701,78701,199808,0210021409,COMMERCIAL RES CONVERSION,0.2233,$0
NORTHLAND LIVING GUADALUPE LP,  1400 GUADALUPE ST   TX 78701,78701,199809,0210021410,COMMERCIAL IMPROVED,0.58770001,$0
NRE RED RIVER PROPERTY OWNER LLC,  805 NECHES ST   TX 78701,78701,194605,0206040805,COMMERCIAL IMPROVED,0.81150001,"$49,000,000"
NUECES STREET CAPITAL LLC,  83 RAINEY ST   TX 78701,78701,190892,0203031011,COMMERCIAL RES CONVERSION,0.1763,"$2,688,000"
NUECES STREET PARTNERSHIP THE,  1103 NUECES ST AUSTIN TX 78701,78701,196737,0208010402,COMMERCIAL RES CONVERSION,0.1437,"$1,308,521"
NW COMMUNICATIONS OF AUSTIN INC,  910 BRAZOS ST   TX 78701,78701,194450,0206031014,COMMERCIAL IMPROVED,0.1557,"$2,525,784"
NW COMMUNICATIONS OF AUSTIN INC,  918 BRAZOS ST   TX 78701,78701,194452,0206031018,COMMERCIAL IMPROVED,0.2746,"$4,775,122"
OLD PECAN ST ENTERPRISES INC,W 700 6 ST   TX 78701,78701,105357,0107000605,COMMERCIAL IMPROVED,0.2703,"$2,638,854"
OROSOLUTIONS LLC,  1200 SAN ANTONIO ST AUSTIN TX 78701,78701,196752,0208010510,COMMERCIAL RES CONVERSION,0.1025,"$2,029,058"
P & W VENTURES LLC,  612 BRAZOS ST   TX 78701,78701,194412,0206030711,COMMERCIAL IMPROVED,0.1066,"$3,246,299"
PA HOSPITALITY-AUSTIN DOWNTOWN LP,W 305 M L KING JR BLVD   TX 78701,78701,199862,0210022402,COMMERCIAL IMPROVED,0.2376,$0
PALAK INVESTMENTS INC,  76 EAST AVE   TX 78701,78701,190911,0203031033,COMMERCIAL IMPROVED,0.30849999,"$19,500,000"
PARKER PADGETT LLC,W 602 13 ST   TX 78701,78701,199684,0210020108,COMMERCIAL RES CONVERSION,0.20280001,"$1,819,206"
PATTON/800 SAN ANTONIO LP &,  800 SAN ANTONIO ST   TX 78701,78701,196729,0208010106,MULTIFAMILY,0.22589999,"$1,863,152"
PECAN STREET PROPERTY LLC,E 313 1/2 6 ST   TX 78701,78701,194491,0206031608,COMMERCIAL IMPROVED,0.0338,"$612,897"
PECAN STREET PROPERTY LLC,E 315 6 ST   TX 78701,78701,194492,0206031609,COMMERCIAL IMPROVED,0.0676,"$1,171,425"
PENTA 1012 LLC,  1012 RIO GRANDE ST   TX 78701,78701,196671,0208001206,COMMERCIAL RES CONVERSION,0.13519999,"$1,752,163"
PHAM HAI TRUNG,  14102 LEVY LN   TX 78701,78701,923046,0256430867,SINGLE FAMILY RESIDENCE,0,"$432,326"
PIETANZO VITO TRUSTEE OF THE B,W 609 6 ST   TX 78701,78701,105406,0107001110,COMMERCIAL IMPROVED,0.1234,"$1,730,000"
PINNACLE LENDING LLC,  96 RAINEY ST   TX 78701,78701,190856,0203030706,COMMERCIAL RES CONVERSION,0.12909999,"$1,996,176"
POPE JOHN B GRANTOR TRUST & SALLY P FOWLER,  922 CONGRESS AVE   TX 78701,78701,194395,0206030516,COMMERCIAL IMPROVED,0.0464,"$959,500"
PR 301 CONGRESS LP,  301 CONGRESS AVE   TX 78701,78701,192820,0205020601,COMMERCIAL IMPROVED,1.60570002,"$253,189,075"
PRAKASH FAMILY REVOCABLE TRUST,  1007 WEST AVE   TX 78701,78701,196668,0208001203,FOUR-PLEX,0.1156,"$1,783,244"
PRESSLER VEANNIS M TRUST,  906 RIO GRANDE ST   TX 78701,78701,196659,0208001105,COMMERCIAL RES CONVERSION,0.58289999,"$3,798,290"
PRINCE EDWARD RUDOLPH III &,W 1001 17 ST   TX 78701,78701,202064,0211010726,SINGLE FAMILY RESIDENCE,0.69239998,"$2,604,718"
